STATION;SONDE;DateTime;Latitude;Longitude;Course;Speed;Altitude;Description
DF7PN-AX;R3320833;2021-05-02 19:01:30;49.8464;8.7054;143;13;342;Clb=-8.1m/s t=8.8C h=42.8% p=983.3hPa 402.700 MHz Type=RS41-SGP Radiosonde auto_rx v1.5.2-beta5
MALAO2-14;R3320833;2021-05-02 19:01:22;49.8464;8.70537;142;17;350;Clb=-7.7m/s p=982.4hPa t=8.7C h=42.5% 402.70MHz Type=RS41-SGP Radiosonde Tracker - Manuel Lausmann
DK1FUN-14;R3320833;2021-05-02 19:01:19;49.8465;8.70526;144;20;374;Clb=-8.1m/s p=979.6hPa t=8.5C h=42.8% 402.70MHz Type=RS41-SGP TxOff=2h47m batt=2.7V Details zu http://radiosondy.info
MALAO2-14;R3320833;2021-05-02 19:01:16;49.8467;8.70511;144;22;397;Clb=-7.8m/s p=976.9hPa t=8.5C h=42.0% 402.70MHz Type=RS41-SGP TxOff=2h47m batt=2.7V Radiosonde Tracker - Manuel Lausmann
DK1FUN-14;R3320833;2021-05-02 19:01:13;49.8468;8.70496;141;20;419;Clb=-7.5m/s p=974.1hPa t=8.2C h=42.6% 402.70MHz Type=RS41-SGP Details zu http://radiosondy.info
MALAO2-14;R3320833;2021-05-02 19:01:08;49.847;8.7047;142;22;456;Clb=-7.5m/s p=969.8hPa t=7.9C h=43.7% 402.70MHz Type=RS41-SGP Radiosonde Tracker - Manuel Lausmann
DK1FUN-14;R3320833;2021-05-02 19:01:07;49.847;8.70465;141;22;464;Clb=-7.8m/s p=968.8hPa t=7.8C h=43.7% 402.70MHz Type=RS41-SGP Details zu http://radiosondy.info
MALAO2-14;R3320833;2021-05-02 19:01:02;49.8472;8.70435;133;24;501;Clb=-7.5m/s p=964.6hPa t=7.5C h=44.5% 402.70MHz Type=RS41-SGP Radiosonde Tracker - Manuel Lausmann
DG7FDE-14;R3320833;2021-05-02 19:01:01;49.8473;8.70429;134;24;509;Clb=-7.7m/s t=3.8C 402.70MHz Type=RS41-SGP Vy 73 de DG7FDE
DF7PN-AX;R3320833;2021-05-02 19:01:00;49.8474;8.70415;134;22;524;Clb=-7.6m/s t=7.3C h=45.2% p=961.9hPa 402.700 MHz Type=RS41-SGP Radiosonde auto_rx v1.5.2-beta5
MALAO2-14;R3320833;2021-05-02 19:00:56;49.8475;8.70396;135;24;547;Clb=-7.3m/s p=959.2hPa t=7.0C h=45.6% 402.70MHz Type=RS41-SGP TxOff=2h47m batt=2.7V Radiosonde Tracker - Manuel Lausmann
DK1FUN-14;R3320833;2021-05-02 19:00:55;49.8475;8.70389;135;24;554;Clb=-7.3m/s p=958.4hPa t=6.9C h=45.8% 402.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DG7FDE-14;R3320833;2021-05-02 19:00:53;49.8476;8.70376;136;24;569;Clb=-7.9m/s t=3.2C 402.70MHz Type=RS41-SGP Vy 73 de DG7FDE
MALAO2-14;R3320833;2021-05-02 19:00:50;49.8477;8.70357;141;24;591;Clb=-7.3m/s p=954.1hPa t=6.6C h=46.6% 402.70MHz Type=RS41-SGP Radiosonde Tracker - Manuel Lausmann
DK1FUN-14;R3320833;2021-05-02 19:00:49;49.8478;8.70351;135;22;599;Clb=-7.2m/s p=953.2hPa t=6.5C h=46.7% 402.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DG7FDE-14;R3320833;2021-05-02 19:00:47;49.8479;8.70338;139;24;613;Clb=-7.6m/s t=2.8C 402.70MHz Type=RS41-SGP Vy 73 de DG7FDE
DK1FUN-14;R3320833;2021-05-02 19:00:44;49.848;8.70318;133;24;636;Clb=-7.6m/s p=948.9hPa t=6.1C h=47.8% 402.70MHz Type=RS41-SGP TxOff=2h47m batt=2.6V Details zu http://radiosondy.info
DF4WC-14;R3320833;2021-05-02 19:00:42;49.8481;8.70297;133;26;659;Clb=-7.6m/s 402.70MHz Type=RS41-SGP Aux[] BK=Off RS41Tracker 1.15
DG7FDE-14;R3320833;2021-05-02 19:00:40;49.8482;8.7029;134;26;667;Clb=-7.2m/s t=2.2C 402.70MHz Type=RS41-SGP Vy 73 de DG7FDE
MALAO2-14;R3320833;2021-05-02 19:00:38;49.8482;8.70276;133;24;681;Clb=-6.9m/s p=943.5hPa t=5.7C h=49.1% 402.70MHz Type=RS41-SGP TxOff=2h47m batt=2.7V Radiosonde Tracker - Manuel Lausmann
DK1FUN-14;R3320833;2021-05-02 19:00:33;49.8485;8.70244;139;26;717;Clb=-7.2m/s p=939.4hPa t=5.4C h=49.9% 402.70MHz Type=RS41-SGP Details zu http://radiosondy.info
MALAO2-14;R3320833;2021-05-02 19:00:32;49.8485;8.70238;134;24;725;Clb=-7.3m/s p=938.5hPa t=5.3C h=50.1% 402.70MHz Type=RS41-SGP Radiosonde Tracker - Manuel Lausmann
DF7PN-AX;R3320833;2021-05-02 19:00:30;49.8486;8.70216;130;26;747;Clb=-7.2m/s t=5.1C h=51.0% p=936.2hPa 402.700 MHz Type=RS41-SGP Radiosonde auto_rx v1.5.2-beta5
DK1FUN-14;R3320833;2021-05-02 19:00:27;49.8487;8.70201;131;26;762;Clb=-7.4m/s p=934.3hPa t=5.0C h=50.7% 402.70MHz Type=RS41-SGP TxOff=2h48m batt=2.7V Details zu http://radiosondy.info
MALAO2-14;R3320833;2021-05-02 19:00:26;49.8488;8.70194;130;24;770;Clb=-7.4m/s p=933.5hPa t=4.9C h=50.8% 402.70MHz Type=RS41-SGP Radiosonde Tracker - Manuel Lausmann
