STATION;SONDE;DateTime;Latitude;Longitude;Course;Speed;Altitude;Description
DAVRU1-11;T1240114;2021-08-25 02:40:43;49.8428;8.54348;233;20;189;Clb=-1.8m/s p=1006.9hPa t=11.8C h=90.0% 402.30MHz Type=RS41-SGP rssi=62.6dB sondemod 1.36h
DL3PW-14;T1240114;2021-08-25 02:40:42;49.8428;8.54354;235;20;192;Clb=-1.7m/s t=12.8C 402.30MHz Type=RS41-SGP Details zu http://radiosondy.info
DAVRU1-11;T1240114;2021-08-25 02:40:40;49.8429;8.54367;239;22;197;Clb=-1.9m/s p=1006.0hPa t=11.9C h=89.5% 402.30MHz Type=RS41-SGP batt=2.7V
DAVRU1-11;T1240114;2021-08-25 02:40:01;49.8445;8.54676;235;24;265;Clb=-1.7m/s p=997.7hPa t=12.6C h=84.3% 402.30MHz Type=RS41-SGP batt=2.7V
DG7FDE-14;T1240114;2021-08-25 02:39:47;49.845;8.54795;224;22;286;Clb=-1.9m/s p=995.0hPa t=13.5C h=79.3% 402.30MHz Type=RS41-SGP batt=2.7V vy 73 de DG7FDE
DL3PW-14;T1240114;2021-08-25 02:39:46;49.8451;8.54801;228;20;287;Clb=-1.8m/s t=14.4C 402.30MHz Type=RS41-SGP Details zu http://radiosondy.info
DAVRU1-11;T1240114;2021-08-25 02:39:43;49.8452;8.54821;244;20;294;Clb=-1.8m/s p=994.1hPa t=14.1C h=76.8% 402.30MHz Type=RS41-SGP batt=2.7V FN=15649 Sats=7 powerup=4h20m49s
DG7FDE-14;T1240114;2021-08-25 02:39:41;49.8452;8.54835;246;24;298;Clb=-1.6m/s p=993.6hPa t=14.2C h=76.4% 402.30MHz Type=RS41-SGP vy 73 de DG7FDE
DAVRU1-11;T1240114;2021-08-25 02:39:40;49.8452;8.54842;249;22;301;Clb=-1.6m/s p=993.4hPa t=14.2C h=76.7% 402.30MHz Type=RS41-SGP rssi=71.0dB sondemod 1.36h
DG7FDE-14;T1240114;2021-08-25 02:39:33;49.8453;8.54904;249;31;312;Clb=-1.7m/s p=991.8hPa t=14.1C h=76.8% 402.30MHz Type=RS41-SGP TxOff=6h36m vy 73 de DG7FDE
DL1ZP-14;T1240114;2021-08-25 02:39:30;49.8455;8.5495;240;31;319;Clb=-1.6m/s t=14.1C h=76.5% p=991.1hPa 402.301 MHz Type=RS41-SGP ser=T1240114 Radiosonde auto_rx v1.5.5
DL3PW-14;T1240114;2021-08-25 02:39:26;49.8456;8.54979;225;24;324;Clb=-1.7m/s t=14.9C 402.30MHz Type=RS41-SGP Details zu http://radiosondy.info
DAVRU1-11;T1240114;2021-08-25 02:39:25;49.8457;8.54987;235;24;326;Clb=-1.6m/s p=990.3hPa t=14.0C h=77.4% 402.30MHz Type=RS41-SGP TxOff=6h36m batt=2.7V
DAVRU1-11;T1240114;2021-08-25 02:39:22;49.8458;8.55008;236;20;331;Clb=-2.0m/s p=989.6hPa t=14.1C h=77.7% 402.30MHz Type=RS41-SGP
DG7FDE-14;T1240114;2021-08-25 02:39:21;49.8458;8.55014;241;20;333;Clb=-1.9m/s p=989.3hPa t=14.0C h=77.8% 402.30MHz Type=RS41-SGP vy 73 de DG7FDE
DAVRU1-11;T1240114;2021-08-25 02:39:19;49.8458;8.55027;255;20;338;Clb=-1.7m/s p=988.8hPa t=14.1C h=77.9% 402.30MHz Type=RS41-SGP FN=15625 Sats=7 powerup=4h20m25s
DAVRU1-11;T1240114;2021-08-25 02:39:16;49.8459;8.55049;266;24;345;Clb=-1.7m/s p=988.1hPa t=14.1C h=78.0% 402.30MHz Type=RS41-SGP batt=2.7V rssi=64.5dB sondemod 1.36h
DG7FDE-14;T1240114;2021-08-25 02:39:15;49.8459;8.55058;261;28;347;Clb=-2.0m/s p=987.8hPa t=14.1C h=78.1% 402.30MHz Type=RS41-SGP vy 73 de DG7FDE
DAVRU1-11;T1240114;2021-08-25 02:39:13;49.8459;8.55076;264;28;352;Clb=-1.6m/s p=987.4hPa t=14.1C h=78.2% 402.30MHz Type=RS41-SGP
DL3PW-14;T1240114;2021-08-25 02:39:11;49.8459;8.55097;266;30;356;Clb=-1.6m/s t=14.9C 402.30MHz Type=RS41-SGP Details zu http://radiosondy.info
DG7FDE-14;T1240114;2021-08-25 02:39:07;49.846;8.55144;257;31;363;Clb=-1.7m/s p=986.0hPa t=14.0C h=78.6% 402.30MHz Type=RS41-SGP batt=2.7V vy 73 de DG7FDE
DL1ZP-14;T1240114;2021-08-25 02:39:00;49.8462;8.55227;255;17;379;Clb=-1.9m/s t=14.0C h=78.6% p=984.3hPa 402.301 MHz Type=RS41-SGP ser=T1240114 Radiosonde auto_rx v1.5.5
DAVRU1-11;T1240114;2021-08-25 02:38:58;49.8462;8.55227;256;20;379;Clb=-1.9m/s p=984.2hPa t=13.9C h=79.2% 402.30MHz Type=RS41-SGP batt=2.7V
DAVRU1-11;T1240114;2021-08-25 02:38:55;49.8463;8.5525;269;22;385;Clb=-1.7m/s p=983.4hPa t=13.9C h=79.3% 402.30MHz Type=RS41-SGP FN=15601 Sats=7 powerup=4h20m01s
MALAO2-14;T1240114;2021-08-25 02:38:39;49.8465;8.5542;252;22;413;Clb=-1.6m/s p=980.0hPa t=13.8C h=79.9% 402.30MHz Type=RS41-SGP Radiosonde Tracker - Manuel Lausmann
DAVRU1-11;T1240114;2021-08-25 02:38:37;49.8465;8.55437;267;22;416;Clb=-1.9m/s p=979.6hPa t=13.8C h=80.1% 402.30MHz Type=RS41-SGP
DAVRU1-11;T1240114;2021-08-25 02:38:34;49.8465;8.55464;272;26;422;Clb=-2.1m/s p=978.8hPa t=13.8C h=80.0% 402.30MHz Type=RS41-SGP
MALAO2-14;T1240114;2021-08-25 02:38:33;49.8465;8.55474;273;30;424;Clb=-2.3m/s p=978.6hPa t=13.8C h=80.1% 402.30MHz Type=RS41-SGP batt=2.7V Radiosonde Tracker - Manuel Lausmann
DAVRU1-11;T1240114;2021-08-25 02:38:31;49.8465;8.55495;276;30;429;Clb=-2.1m/s p=978.2hPa t=13.7C h=80.3% 402.30MHz Type=RS41-SGP batt=2.7V FN=15577 Sats=7 powerup=4h19m37s
DL1ZP-14;T1240114;2021-08-25 02:38:30;49.8465;8.55517;275;30;434;Clb=-1.9m/s t=13.8C h=79.6% p=977.9hPa 402.301 MHz Type=RS41-SGP ser=T1240114 Radiosonde auto_rx v1.5.5
DAVRU1-11;T1240114;2021-08-25 02:38:28;49.8465;8.55529;275;31;436;Clb=-2.0m/s p=977.5hPa t=13.7C h=80.3% 402.30MHz Type=RS41-SGP rssi=72.0dB sondemod 1.36h
MALAO2-14;T1240114;2021-08-25 02:38:27;49.8465;8.55542;267;33;438;Clb=-1.8m/s p=977.2hPa t=13.7C h=80.0% 402.30MHz Type=RS41-SGP TxOff=6h37m Radiosonde Tracker - Manuel Lausmann
DAVRU1-11;T1240114;2021-08-25 02:38:16;49.8466;8.55664;267;22;456;Clb=-1.8m/s p=975.0hPa t=13.6C h=80.3% 402.30MHz Type=RS41-SGP rssi=67.7dB sondemod 1.36h
MALAO2-14;T1240114;2021-08-25 02:38:15;49.8466;8.55672;266;26;458;Clb=-1.9m/s p=974.9hPa t=13.6C h=80.3% 402.30MHz Type=RS41-SGP batt=2.7V Radiosonde Tracker - Manuel Lausmann
DAVRU1-11;T1240114;2021-08-25 02:38:13;49.8466;8.55691;276;26;461;Clb=-1.9m/s p=974.5hPa t=13.6C h=80.4% 402.30MHz Type=RS41-SGP batt=2.7V
DAVRU1-11;T1240114;2021-08-25 02:38:10;49.8466;8.55722;280;31;468;Clb=-1.9m/s p=973.7hPa t=13.6C h=80.4% 402.30MHz Type=RS41-SGP
MALAO2-14;T1240114;2021-08-25 02:37:57;49.8467;8.55889;268;26;487;Clb=-1.9m/s p=971.4hPa t=13.7C h=79.6% 402.30MHz Type=RS41-SGP batt=2.7V Radiosonde Tracker - Manuel Lausmann
DAVRU1-11;T1240114;2021-08-25 02:37:52;49.8466;8.5594;278;30;496;Clb=-1.7m/s p=970.5hPa t=13.6C h=79.8% 402.30MHz Type=RS41-SGP rssi=68.5dB sondemod 1.36h
MALAO2-14;T1240114;2021-08-25 02:37:51;49.8466;8.55951;285;35;498;Clb=-1.6m/s p=970.2hPa t=13.6C h=79.9% 402.30MHz Type=RS41-SGP Radiosonde Tracker - Manuel Lausmann
DL3PW-14;T1240114;2021-08-25 02:37:50;49.8466;8.55963;280;35;499;Clb=-1.9m/s t=14.4C 402.30MHz Type=RS41-SGP Details zu http://radiosondy.info
DAVRU1-11;T1240114;2021-08-25 02:37:49;49.8466;8.55976;283;35;501;Clb=-1.7m/s p=969.9hPa t=13.6C h=80.0% 402.30MHz Type=RS41-SGP
DAVRU1-11;T1240114;2021-08-25 02:37:31;49.8465;8.56221;285;35;531;Clb=-1.7m/s p=966.5hPa t=13.3C h=81.2% 402.30MHz Type=RS41-SGP FN=15517 Sats=7 powerup=4h18m37s
DL1ZP-14;T1240114;2021-08-25 02:37:30;49.8465;8.56247;285;35;534;Clb=-1.9m/s t=13.4C h=80.5% p=966.1hPa 402.301 MHz Type=RS41-SGP ser=T1240114 Radiosonde auto_rx v1.5.5
MALAO2-14;T1240114;2021-08-25 02:37:27;49.8464;8.56275;282;41;537;Clb=-1.6m/s p=965.7hPa t=13.3C h=81.0% 402.30MHz Type=RS41-SGP Radiosonde Tracker - Manuel Lausmann
DG7FDE-14;T1240114;2021-08-25 02:36:44;49.8457;8.56884;293;43;599;Clb=-1.6m/s p=958.8hPa t=13.3C h=78.9% 402.30MHz Type=RS41-SGP TxOff=6h39m batt=2.7V vy 73 de DG7FDE
DG7FDE-14;T1240114;2021-08-25 02:36:26;49.8454;8.57149;290;35;627;Clb=-1.6m/s p=955.9hPa t=13.5C h=71.5% 402.30MHz Type=RS41-SGP batt=2.7V vy 73 de DG7FDE
DL3PW-14;T1240114;2021-08-25 02:36:25;49.8454;8.5716;285;35;628;Clb=-1.6m/s t=14.3C 402.30MHz Type=RS41-SGP Details zu http://radiosondy.info
DL1ZP-14;T1240114;2021-08-25 02:35:30;49.8443;8.57938;263;35;715;Clb=-1.6m/s t=13.3C h=72.1% p=945.9hPa 402.301 MHz Type=RS41-SGP ser=T1240114 Radiosonde auto_rx v1.5.5
MALAO2-14;T1240114;2021-08-25 02:35:07;49.844;8.58218;284;30;751;Clb=-1.6m/s p=941.6hPa t=13.0C h=72.7% 402.30MHz Type=RS41-SGP Radiosonde Tracker - Manuel Lausmann
DL3PW-14;T1240114;2021-08-25 02:35:05;49.844;8.5824;292;35;755;Clb=-1.8m/s t=13.9C 402.30MHz Type=RS41-SGP Details zu http://radiosondy.info
DAVRU1-11;T1240114;2021-08-25 02:35:04;49.8439;8.5825;297;35;757;Clb=-2.0m/s p=941.0hPa t=13.0C h=73.1% 402.30MHz Type=RS41-SGP batt=2.7V rssi=79.8dB sondemod 1.36h
MALAO2-14;T1240114;2021-08-25 02:35:01;49.8438;8.5829;293;39;763;Clb=-1.9m/s p=940.3hPa t=13.0C h=73.6% 402.30MHz Type=RS41-SGP Radiosonde Tracker - Manuel Lausmann
DL3PW-14;T1240114;2021-08-25 02:35:00;49.8438;8.58303;289;39;765;Clb=-1.9m/s t=13.8C 402.30MHz Type=RS41-SGP Details zu http://radiosondy.info
DAVRU1-11;T1240114;2021-08-25 02:34:52;49.8437;8.5842;265;30;779;Clb=-1.7m/s p=938.7hPa t=12.9C h=72.6% 402.30MHz Type=RS41-SGP TxOff=6h41m rssi=80.8dB sondemod 1.36h
DL3PW-14;T1240114;2021-08-25 02:34:50;49.8437;8.58444;271;26;783;Clb=-1.7m/s t=13.7C 402.30MHz Type=RS41-SGP Details zu http://radiosondy.info
MALAO2-14;T1240114;2021-08-25 02:34:49;49.8437;8.58454;267;24;785;Clb=-1.8m/s p=938.0hPa t=12.9C h=72.8% 402.30MHz Type=RS41-SGP Radiosonde Tracker - Manuel Lausmann
DAVRU1-11;T1240114;2021-08-25 02:34:46;49.8437;8.58484;279;28;791;Clb=-1.6m/s p=937.2hPa t=12.8C h=72.3% 402.30MHz Type=RS41-SGP batt=2.7V
DL3PW-14;T1240114;2021-08-25 02:34:45;49.8437;8.58494;293;30;793;Clb=-1.6m/s t=13.7C 402.30MHz Type=RS41-SGP Details zu http://radiosondy.info
MALAO2-14;T1240114;2021-08-25 02:34:43;49.8436;8.58514;294;35;797;Clb=-1.9m/s p=936.7hPa t=12.9C h=70.9% 402.30MHz Type=RS41-SGP Radiosonde Tracker - Manuel Lausmann
MALAO2-14;T1240114;2021-08-25 02:34:37;49.8434;8.58594;283;37;809;Clb=-1.6m/s p=935.4hPa t=12.8C h=70.6% 402.30MHz Type=RS41-SGP batt=2.7V Radiosonde Tracker - Manuel Lausmann
