STATION;SONDE;DateTime;Latitude;Longitude;Course;Speed;Altitude;Description
DB0SC-14;S3140515;2021-08-10 06:50:14;49.9156;8.74073;66;41;2141;Clb=-12.7m/s t=4.7C 402.70MHz Type=RS41-SGP https://www.darc.de
DK1FUN-14;S3140515;2021-08-10 06:50:13;49.9155;8.74059;60;41;2154;Clb=-12.6m/s p=791.8hPa t=4.2C 402.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DG5FDG-14;S3140515;2021-08-10 06:50:09;49.9154;8.74003;54;44;2206;Clb=-12.5m/s p=786.8hPa t=4.1C h=96.6% 402.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DB0SC-14;S3140515;2021-08-10 06:50:08;49.9153;8.73988;64;46;2218;Clb=-13.1m/s t=4.6C 402.70MHz Type=RS41-SGP https://www.darc.de
DK1FUN-14;S3140515;2021-08-10 06:50:07;49.9152;8.73974;60;46;2231;Clb=-13.4m/s p=784.2hPa t=4.1C h=93.2% 402.70MHz Type=RS41-SGP TxOff=2h58m batt=2.6V Details zu http://radiosondy.info
DH4SBM-12;S3140515;2021-08-10 06:50:06;49.9152;8.73958;65;46;2244;Clb=-13.2m/s p=783.0hPa t=3.9C h=95.7% 402.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DH4SBM-14;S3140515;2021-08-10 06:50:04;49.9151;8.73926;61;46;2270;Clb=-13.9m/s p=780.3hPa t=4.3C h=87.0% 402.70MHz Type=RS41-SGP
DG5FDG-14;S3140515;2021-08-10 06:50:03;49.915;8.73909;65;48;2284;Clb=-14.0m/s p=779.1hPa t=4.4C h=83.6% 402.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DB0SC-14;S3140515;2021-08-10 06:50:02;49.915;8.73893;61;48;2298;Clb=-13.7m/s t=4.9C 402.70MHz Type=RS41-SGP https://www.darc.de
DK1FUN-14;S3140515;2021-08-10 06:50:01;49.9149;8.73877;63;46;2312;Clb=-13.6m/s p=776.5hPa t=4.4C h=82.8% 402.70MHz Type=RS41-SGP Details zu http://radiosondy.info
F4IOP-3;S3140515;2021-08-10 06:50:00;49.9148;8.73845;56;44;2338;Clb=-13.2m/s t=4.3C h=82.9% p=774.0hPa 402.701 MHz Type=RS41-SGP Radiosonde auto_rx v1.5.1
DL3PW-14;S3140515;2021-08-10 06:49:58;49.9147;8.7383;64;46;2351;Clb=-13.3m/s t=4.6C 402.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DG5FDG-14;S3140515;2021-08-10 06:49:57;49.9147;8.73814;62;46;2363;Clb=-12.6m/s p=771.4hPa t=4.1C h=84.1% 402.70MHz Type=RS41-SGP TxOff=2h58m batt=2.6V Details zu http://radiosondy.info
DB0SC-14;S3140515;2021-08-10 06:49:56;49.9146;8.73798;57;46;2376;Clb=-12.9m/s t=4.4C 402.70MHz Type=RS41-SGP https://www.darc.de
DK1FUN-14;S3140515;2021-08-10 06:49:55;49.9146;8.73783;57;44;2389;Clb=-13.2m/s p=769.0hPa t=3.9C h=84.9% 402.70MHz Type=RS41-SGP Details zu http://radiosondy.info
HARRO2-13;S3140515;2021-08-10 06:49:53;49.9144;8.73752;65;46;2416;Clb=-13.4m/s t=4.1C 402.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DL6ZAJ-14;S3140515;2021-08-10 06:49:52;49.9144;8.73736;61;46;2428;Clb=-13.0m/s p=765.4hPa t=3.6C h=85.8% 402.70MHz Type=RS41-SGP TxOff=2h58m batt=2.6V Details zu http://radiosondy.info
DG5FDG-14;S3140515;2021-08-10 06:49:51;49.9143;8.73721;57;44;2441;Clb=-13.1m/s p=764.1hPa t=3.5C h=86.4% 402.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DB0SC-14;S3140515;2021-08-10 06:49:50;49.9143;8.73707;58;46;2454;Clb=-12.9m/s t=3.8C 402.70MHz Type=RS41-SGP https://www.darc.de
DH4SBM-14;S3140515;2021-08-10 06:49:49;49.9142;8.73692;62;44;2468;Clb=-13.1m/s p=761.8hPa t=3.3C h=86.9% 402.70MHz Type=RS41-SGP TxOff=2h58m batt=2.6V
DL3PW-14;S3140515;2021-08-10 06:49:48;49.9142;8.73676;62;44;2480;Clb=-13.2m/s t=3.6C 402.70MHz Type=RS41-SGP Details zu http://radiosondy.info
HARRO2-13;S3140515;2021-08-10 06:49:47;49.9141;8.7366;61;44;2493;Clb=-12.8m/s t=3.5C 402.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DG5FDG-14;S3140515;2021-08-10 06:49:45;49.914;8.73631;55;57;2519;Clb=-13.0m/s p=756.8hPa t=3.1C h=87.2% 402.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DB0SC-14;S3140515;2021-08-10 06:49:44;49.9139;8.73617;59;44;2532;Clb=-13.1m/s t=3.4C 402.70MHz Type=RS41-SGP https://www.darc.de
DAVRU1-11;S3140515;2021-08-10 06:49:43;49.9139;8.73602;62;44;2545;Clb=-13.2m/s p=754.4hPa t=2.9C h=87.6% 402.70MHz Type=RS41-SGP rssi=73.8dB sondemod 1.36h
DK1FUN-14;S3140515;2021-08-10 06:49:41;49.9137;8.73571;62;44;2570;Clb=-13.0m/s p=752.1hPa t=2.8C h=86.6% 402.70MHz Type=RS41-SGP Details zu http://radiosondy.info
HARRO2-13;S3140515;2021-08-10 06:49:40;49.9137;8.73556;58;46;2583;Clb=-13.1m/s t=3.0C 402.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DB0SC-14;S3140515;2021-08-10 06:49:38;49.9136;8.73527;63;46;2609;Clb=-13.2m/s t=2.9C 402.70MHz Type=RS41-SGP https://www.darc.de
DH4SBM-12;S3140515;2021-08-10 06:49:36;49.9135;8.73497;60;48;2634;Clb=-12.7m/s p=746.1hPa t=2.5C h=79.2% 402.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DK1FUN-14;S3140515;2021-08-10 06:49:35;49.9134;8.73482;58;46;2647;Clb=-12.8m/s p=744.9hPa t=2.4C h=79.2% 402.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DH4SBM-14;S3140515;2021-08-10 06:49:34;49.9133;8.73466;64;48;2660;Clb=-13.2m/s p=743.8hPa t=2.3C h=80.0% 402.70MHz Type=RS41-SGP
DL3PW-14;S3140515;2021-08-10 06:49:33;49.9133;8.7345;65;48;2673;Clb=-13.5m/s t=2.6C 402.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DB0SC-14;S3140515;2021-08-10 06:49:32;49.9132;8.73433;64;46;2687;Clb=-13.2m/s t=2.5C 402.70MHz Type=RS41-SGP https://www.darc.de
HARRO2-13;S3140515;2021-08-10 06:49:31;49.9132;8.73418;61;48;2699;Clb=-13.5m/s t=2.4C 402.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DL1ZP-14;S3140515;2021-08-10 06:49:30;49.9131;8.73385;64;50;2726;Clb=-13.5m/s t=1.8C h=81.2% p=737.7hPa 402.700 MHz Type=RS41-SGP Radiosonde auto_rx v1.5.4
DK1FUN-14;S3140515;2021-08-10 06:49:29;49.9131;8.73385;65;50;2727;Clb=-13.5m/s p=737.7hPa t=1.7C h=81.8% 402.70MHz Type=RS41-SGP TxOff=2h58m batt=2.6V Details zu http://radiosondy.info
DL3PW-14;S3140515;2021-08-10 06:49:28;49.913;8.73368;67;48;2740;Clb=-12.9m/s t=2.0C 402.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DB0SC-14;S3140515;2021-08-10 06:49:26;49.9129;8.73335;59;50;2765;Clb=-13.0m/s t=1.8C 402.70MHz Type=RS41-SGP https://www.darc.de
DK1FUN-14;S3140515;2021-08-10 06:49:24;49.9128;8.73301;65;50;2793;Clb=-13.1m/s p=731.7hPa t=1.2C h=83.0% 402.70MHz Type=RS41-SGP Details zu http://radiosondy.info
HARRO2-13;S3140515;2021-08-10 06:49:23;49.9127;8.73283;61;52;2806;Clb=-13.3m/s t=1.4C 402.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DH4SBM-12;S3140515;2021-08-10 06:49:21;49.9126;8.73248;65;57;2832;Clb=-13.0m/s p=728.3hPa t=0.8C h=83.9% 402.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DB0SC-14;S3140515;2021-08-10 06:49:20;49.9125;8.73231;60;54;2844;Clb=-12.8m/s t=1.1C 402.70MHz Type=RS41-SGP https://www.darc.de
DK1FUN-14;S3140515;2021-08-10 06:49:19;49.9125;8.73212;66;54;2857;Clb=-13.6m/s p=725.8hPa t=0.6C h=83.7% 402.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DL3PW-14;S3140515;2021-08-10 06:49:18;49.9124;8.73194;63;56;2872;Clb=-13.4m/s t=0.9C 402.70MHz Type=RS41-SGP Details zu http://radiosondy.info
HARRO2-13;S3140515;2021-08-10 06:49:17;49.9124;8.73175;68;72;2884;Clb=-12.8m/s t=0.8C 402.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DB0SC-14;S3140515;2021-08-10 06:49:14;49.9122;8.73117;63;57;2923;Clb=-12.0m/s t=0.5C 402.70MHz Type=RS41-SGP https://www.darc.de
DK1FUN-14;S3140515;2021-08-10 06:49:13;49.9121;8.73097;68;59;2935;Clb=-12.6m/s p=718.8hPa t=0.1C h=84.7% 402.70MHz Type=RS41-SGP TxOff=2h59m batt=2.6V Details zu http://radiosondy.info
DL6ZAJ-14;S3140515;2021-08-10 06:49:12;49.9121;8.73077;65;76;2947;Clb=-12.8m/s p=717.7hPa t=0.0C h=85.7% 402.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DG7FDE-14;S3140515;2021-08-10 06:49:09;49.9118;8.73017;63;67;2985;Clb=-12.9m/s p=714.5hPa t=0.0C h=80.0% 402.70MHz Type=RS41-SGP TxOff=2h59m batt=2.6V vy 73 de DG7FDE
DB0SC-14;S3140515;2021-08-10 06:49:08;49.9118;8.72996;61;65;2997;Clb=-12.3m/s t=0.5C 402.70MHz Type=RS41-SGP https://www.darc.de
DH4SBM-12;S3140515;2021-08-10 06:49:06;49.9116;8.72953;65;70;3022;Clb=-12.1m/s p=711.2hPa t=-0.0C h=78.7% 402.70MHz Type=RS41-SGP TxOff=2h59m batt=2.6V Details zu http://radiosondy.info
DH4SBM-14;S3140515;2021-08-10 06:49:04;49.9114;8.72909;62;70;3046;Clb=-12.9m/s p=709.0hPa t=-0.0C h=77.5% 402.70MHz Type=RS41-SGP TxOff=2h59m batt=2.6V
MALAO2-14;S3140515;2021-08-10 06:49:02;49.9113;8.72862;62;70;3071;Clb=-12.5m/s p=706.7hPa t=-0.0C h=75.1% 402.70MHz Type=RS41-SGP Radiosonde Tracker - Manuel Lausmann
DL1ZP-14;S3140515;2021-08-10 06:49:00;49.911;8.72792;57;70;3110;Clb=-12.8m/s t=-0.2C h=73.1% p=703.6hPa 402.700 MHz Type=RS41-SGP Radiosonde auto_rx v1.5.4
DL3PW-14;S3140515;2021-08-10 06:48:58;49.9109;8.72769;58;69;3124;Clb=-12.8m/s t=0.0C 402.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DK1FUN-14;S3140515;2021-08-10 06:48:52;49.9103;8.72634;58;67;3200;Clb=-13.7m/s p=695.4hPa t=-0.8C h=73.6% 402.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DH4SBM-12;S3140515;2021-08-10 06:48:50;49.9102;8.72588;59;65;3228;Clb=-13.7m/s p=693.0hPa t=-1.0C h=73.8% 402.70MHz Type=RS41-SGP Details zu http://radiosondy.info
